% Model:              ParameterStudy_2Array_bu_V2.mph
% Version:            COMSOL 5.2.0.166
% Date:               May 29 2017, 18:22
% Table:              Table 1 - bu_b (acpr.p_t*2*pi*r)
% freq (Hz)                                       g=0.02, acpr.p_t*2*pi*r (N)                       g=0.04, acpr.p_t*2*pi*r (N)                       g=0.06, acpr.p_t*2*pi*r (N)                       g=0.08, acpr.p_t*2*pi*r (N)                       g=0.1, acpr.p_t*2*pi*r (N)                        g=0.12, acpr.p_t*2*pi*r (N)                       g=0.14, acpr.p_t*2*pi*r (N)                       g=0.16, acpr.p_t*2*pi*r (N)                       g=0.18, acpr.p_t*2*pi*r (N)                       g=0.2, acpr.p_t*2*pi*r (N)
3135                                              163655.22364720004+74987.17046597501i             163809.01331959807+75010.8045564038i              163960.95275689175+74943.85860936728i             164045.95198311965+74807.68967369277i             164055.86438366352+74646.96558499511i             163988.7376315827+74502.8888518367i               163868.0874286169+74407.68612018098i              163728.4325535492+74377.94680222141i              163612.74611429113+74414.39831464062i             163536.81817059935+74496.13319652625i
3140                                              163805.18087714174+74662.73122587621i             163958.66226386486+74682.81742420359i             164107.62778394792+74613.4092783348i              164187.96981679092+74476.82450403535i             164192.80651424147+74317.950965502i               164121.4132069552+74177.61945683282i              163998.17839416204+74087.1838695954i              163857.98192714286+74062.14372188355i             163743.63580900006+74102.15260570741i             163670.34163889757+74185.54699461375i
3145                                              163952.48518453183+74337.66623704757i             164105.66578187962+74354.23267339992i             164251.7138278904+74282.4762603469i               164327.51978634254+74145.64058252495i             164327.46101004636+73988.7917182505i              164252.01691405367+73852.35154113063i             164126.41394532757+73766.77687032166i             163985.85596467103+73746.46929017012i             163872.96135500685+73790.01532326185i             163802.32152584317+73875.0148241641i
3150                                              164097.10125145392+74012.0307887256i              164249.9887460347+74025.09500607551i              164393.17962392335+73951.09156739431i             164464.57679220615+73814.15548028745i             164459.8097233929+73659.49023904058i              164380.53712496234+73527.07305924446i             164252.78779243474+73446.44092970663i             164112.05227788066+73430.89081137696i             164000.72294256266+73477.9499075296i              163932.75976215358+73564.50144643342i
3155                                              164238.99743306782+73685.8831077885i              164391.59837728008+73695.45219588427i             164531.9948395577+73619.29020368907i              164599.11524572346+73482.38952837387i             164589.83269263175+73330.0513587093i              164506.95926992514+73201.77402549761i             164377.28985341702+73126.15351888494i             164236.56416622424+73115.3768545586i              164126.91628887557+73165.92067695434i             164061.65401045704+73253.97212825043i
3160                                              164378.14599681116+73359.28402626626i             164530.464505383+73365.35489731848i               164668.13034127068+73287.11011903103i             164731.10933038098+73150.36590894879i             164717.50838840703+73000.48255479714i             164631.26606022456+72876.44682346497i             164499.90644682528+72805.89415085624i             164359.38077520838+72799.89767020983i             164251.53275974604+72853.89325030551i             164188.99774932314+72943.39304265035i
3165                                              164514.52333017942+73032.2966313699i              164666.55981271903+73034.8564327526i              164801.55845926882+72954.59213865119i             164860.53327449557+72818.110721479i               164842.8139825294+72670.794140169i                164753.43774279655+72551.08649262096i             164620.6205224084+72485.6447381167i               164480.4872953151+72484.42558834175i              164374.559530459+72541.83495731244i               164314.78039438275+72632.73165630034i
3170                                              164648.1101162875+72704.98589817686i              164799.86005970527+72704.01255923974i             164932.2532481368+72621.77986952553i              164987.36163309214+72485.65302446758i             164965.7256377024+72340.9994243372i               164873.45238405018+72225.69098933972i             164739.41192688126+72165.38992582583i             164599.86519896766+72168.93539484344i             164495.9797869332+72229.71522550171i              164438.98745609145+72321.95710208552i
3175                                              164778.89147539946+72377.41830928912i             164930.34429015842+72372.8812163835i              165060.19074149034+72288.71958328922i             165111.56957653866+72153.02484996605i             165086.2188146652+72011.11484772697i              164991.28618033143+71900.2614187686i              164856.2577023759+71845.117397101i                164717.49251356395+71853.40468210218i             164615.7729619417+71917.50594801032i              164561.60073079207+72011.04053202043i
3180                                              164906.8570719402+72049.661464357i                165057.9950150414+72041.5222568973i               165185.3491976828+71955.46007662256i              165233.1331833298+71820.26119051607i              165204.26859473556+71681.16008389601i             165106.91379197064+71574.80223522153i             164971.13241448705+71524.8181470783i              164833.3441275294+71537.81417034422i              164733.91500550046+71605.18182388128i             164682.59852430157+71699.95544920558i
3185                                              165032.0011855903+71721.78368251062i              165182.7983726076+71709.99716179003i              165307.70933595882+71622.05250728117i             165352.0297342203+71487.39995786203i              165319.85001398195+71351.15811090103i             165220.30869748845+71249.32140840018i             165084.00850663954+71204.48672311519i             164947.3921261148+71222.14799672396i              164850.37868589937+71292.7206695577i              164801.9559040638+71388.67801408579i
3190                                              165154.32274660942+71393.85360087184i             165304.74426439844+71378.36874217629i             165427.25455872907+71288.55021082144i             165468.238005053+71154.48191362535i               165432.9384059302+71021.13524834537i              165331.44356467642+70923.83055360602i             165194.85667707823+70884.12142821858i             165059.60615346048+70906.39396942749i             164965.13391826014+70980.10369812003i             164919.6449776075+71077.18732386365i
3195                                              165273.82533496953+71065.93977288164i             165423.8264652247+71046.70083002449i              165543.97115979568+70955.0084946596i              165581.73855518436+70821.55056989263i             165543.50974978332+70691.12116035601i             165440.29063452914+70598.34502413019i             165303.64627482934+70563.72448601584i             165169.95379737142+70590.54378420083i             165078.14811708374+70667.31576515963i             165035.63519444034+70765.4656624678i
3200                                              165390.51714361153+70738.11026924242i             165540.04270639934+70715.05795959337i             165657.84851546955+70621.48441320512i             165692.51400886982+70488.65206304066i             165651.54101974284+70361.14882381479i             165546.82211432248+70272.88396474696i             165410.34571044584+70243.3021649797i              165278.40099267845+70274.59320165496i             165189.38656930334+70354.34557726372i             165149.8936678394+70453.498719277i
3205                                              165504.41090607288+70410.43228512413i             165653.39473160848+70383.50504291471i             165768.87925694798+70288.03652474683i             165800.54932654818+70155.83499839006i             165757.01053292194+70031.25446069115i             165651.01057584857+69947.47032525299i             165514.92287739838+69922.86486148623i             165384.91243933703+69958.54218354766i             165298.81282398905+70041.18586357389i             165262.3855133738+70141.27577524306i
3210                                              165615.52378973452+70082.97175651602i             165763.88832469747+70052.10704024647i             165877.05942220043+69954.72463185934i             165905.83206332114+69823.15026837212i             165859.89829136568+69701.47743579464i             165752.8293544984+69622.13083386554i              165617.345579996+69602.42713991688i               165489.45203063468+69642.39498723224i             165406.38909472924+69727.83350806149i             165373.0742009374+69828.78985524116i
3215                                              165723.87725530297+69755.79298910785i             165871.53330905802+69720.92862965436i             165982.3885856214+69621.609506774i                166008.35261184772+69490.65084462342i             165960.1863152849+69371.86012010784i              165852.2529454454+69296.89593024897i              165717.58196337798+69282.00773005758i             165591.98328814452+69326.16021712977i             165512.07667092668+69414.2896419719i              165481.92191684357+69516.03784622654i
3220                                              165829.49688430945+69428.95830256512i             165976.343518753+69390.03387655054i               166084.86996422752+69288.7526043584i              166108.10442701456+69158.39154585626i             166057.85896349917+69042.44771965903i             165949.25739266543+68971.79965892393i             165815.600941257+68961.62948153142i               165692.46979789855+69009.85083350229i             165615.83633404796+69100.55969610056i             165588.88993243207+69203.02057967418i
3225                                              165932.41217602603+69102.52769295001i             166078.33674107373+69059.4859088979i              166184.51049883798+68956.21576404288i             166205.08423011663+68826.42878165795i             166152.90323802424+68713.28807290994i             166043.82066679816+68646.87952327567i             165911.37261736204+68641.31927586164i             165790.87564477345+68693.48411837505i             165717.62877473948+68786.65341299876i             165693.93897609587+68889.74288046645i
3230                                              166032.65631598711+68776.55851602649i             166177.53463173888+68729.34659303592i             166281.3209093995+68624.06090362521i              166299.29218990655+68494.82027756797i             166245.3090695035+68384.4314169284i               166135.92302808716+68322.176302457i               166004.86869607103+68321.10789694027i             165887.16584014238+68377.08159930575i             165817.41500720487+68472.58481896193i             165797.02960527723+68576.21357934829i
3235                                              166130.26591806405+68451.10519396402i             166273.96260226384+68399.67622418326i             166375.3157236264+68292.34970657129i              166390.73207872888+68163.62477948832i             166335.0695802527+68055.93012436401i              166225.5473705425+67997.7338314736i               166096.0628786465+68001.02986130356i              165981.30673905768+68060.66893194923i             165915.15677676586+68158.37215771279i             165898.12257529653+68262.44549281526i
3240                                              166225.28074264078+68126.21894719327i             166367.6496813034+68070.5332232199i               166466.51327810987+67961.14330598939i             166479.41140167534+67832.90174223304i             166422.18132227933+67727.83841411205i             166312.67954395182+67673.59874724776i             166184.93124038997+67681.12320978435i             166073.26644296717+67744.27574279769i             166010.8169573128+67844.03778506903i              165997.179201847+67948.45536798793i
3245                                              166317.74339332824+67801.9475540475i              166458.62835056926+67741.97384760078i             166554.93569187354+67630.50196696387i             166565.34149718442+67502.7110047357i              166506.644487353+67400.2120376101i                166397.30865011053+67349.8202032538i              166271.45258613263+67361.42926276568i             166163.01518415194+67427.93543393635i             166104.35993488907+67529.6080277024i              166094.16171439562+67634.26379648273i
3250                                              166407.69899496523+67478.33513912982i             166546.9343564879+67414.05191692285i              166640.60881162592+67300.48477052155i             166648.53760771378+67173.11245338571i             166588.46308706558+67073.10794347974i             166479.42731053947+67026.44955435075i             166355.6087795027+67041.9923411365i               166250.52568848716+67111.68495165122i             166195.75197418113+67215.11300670088i             166189.03359749605+67319.89509622661i
3255                                              166495.19485589408+67155.42199224031i             166632.60649933456+67086.81855600284i             166723.56212961036+66971.14930082599i             166729.01891911612+66844.16567730303i             166667.6451004391+66746.5839238229i               166559.03190264478+66703.54001552946i             166437.3850434662+66722.85945604763i              166335.77351314487+66795.56452155737i             166284.96156490326+66900.58642816407i             166281.75991737875+67005.37716426679i
3260                                              166580.28011712598+66833.24441873241i             166715.6864011402+66760.32195618837i              166803.8286734159+66642.55133894752i              166806.80856830344+66515.92961837167i             166744.20258750758+66420.69824509401i             166636.12276186852+66381.14629744412i             166516.77022891704+66404.0799700476i              166418.73735609546+66479.61735276763i             166371.95974499476+66586.06534323409i             166372.30763156828+66690.74130166677i
3265                                              166663.0053916124+66511.83462228278i              166796.21825408348+66434.60715736619i             166881.44486888868+66314.74456504817i             166881.93361797326+66188.46221839415i             166818.1517672284+66095.50926662669i              166710.70434763256+66059.32422225057i             166593.7570487666+66085.70523329629i              166499.39933485753+66163.88931397739i             166456.7203982271+66271.58987980941i              166460.64587906998+66376.02201211218i
3270                                              166743.42239653794+66191.2206202591i              166874.24855159217+66109.71585203268i             166956.4503765946+65987.78027168203i              166954.42499868138+65861.82006698899i             166889.51305851518+65771.07505101625i             166782.78537121206+65738.13032319647i             166668.3422752982+65767.78819788169i              166577.74523185502+65848.42858489111i             166539.22052365312+65957.20294883847i             166546.74624908686+66061.25677736501i
3275                                              166821.5835815526+65871.42619223474i              166949.8258034873+65785.68621265648i              167028.88790272688+65661.7070904164i              167024.31741773+65536.058053445i                  166958.31108374603+65447.45296904795i             166852.3788842313+65417.62143190649i              166740.52689874207+65450.383014463776i            166653.76470427396+65533.28528610072i             166619.44047485167+65642.9499277964i              166630.58302654306+65746.48581010684i
3280                                              166897.54175599787+65552.47086135633i             167023.0002376859+65462.552743526605i             167098.8029856612+65336.5707340888i               167091.64923547+65211.22902512073i                167024.57463372563+65124.699303394955i            166919.50232611754+65097.854256917184i            166810.31624561033+65133.544614548104i            166727.45145673468+65218.51109131335i             166697.36416715666+65328.878324867284i            166712.13341240832+65431.751788560934i
3285                                              166971.3497178389+65234.36990841467i              167093.8234903574+65140.34615828744i              167166.2437593832+65012.413756811i                167156.46230926854+64887.38345588394i             167088.33659469336+64802.86885454708i             166984.17753044705+64778.88495814369i             166877.72005552935+64817.32828284436i             166798.8033751035+64904.15882483758i              166772.97925132554+65015.03742641409i             166791.3777181705+65117.09957346269i
3290                                              167043.05988729218+64917.13441795231i             167162.348286698+64819.093283654474i              167231.26069517958+64689.27533387373i             167218.80180612404+64564.569127092735i            167149.6338367669+64482.01455282543i              167046.4306892634+64460.768720377186i             166942.75251570737+64501.78922347222i             166867.82262062575+64590.28204994617i             166846.27725247777+64701.47793156684i             166868.2995322+64802.57591104586i
3295                                              167112.72394764898+64600.77135554059i             167228.62811430436+64498.8169904254i              167293.90632346962+64367.191063298975i            167278.71598489914+64242.83082493062i             167208.50706486643+64162.18708000258i             167106.2922756769+64143.559330823846i             167005.43225287195+64186.982124370006i            166934.51568323027+64276.9346493546i              166917.25367317785+64388.25157694343i             166942.88585795325+64488.22912444856i
3300                                              167180.39249586017+64285.283675551495i            167292.71689199333+64179.536151530985i            167354.23493724552+64046.192791082285i            167336.25594957668+63922.210056249845i            167265.00063279958+63843.434504287376i            167163.79692507064+63827.30876408049i             167065.78228225812+63872.96072393617i             166998.8933942607+63964.17040411846i              166985.90806049443+64075.410755102384i            167015.12722282455+64174.10879583368i
3305                                              167246.11470545974+63970.67045784739i             167354.66863532955+63861.26562856768i             167412.3022793939+63726.30846164926i              167391.47537512655+63602.7447857875i              167319.16232171492+63525.80193216235i             167218.9832755715+63512.06677892287i              167123.82991442134+63559.777384175715i            167060.9708979869+63652.04257386379i              167052.24403614365+63763.00813024116i             167085.0177573295+63860.26544246288i
3310                                              167309.93800397727+63656.927072243365i            167414.53712194986+63544.016285560254i            167468.16521571632+63407.561995096876i            167444.4302078435+63284.46919804245i              167371.04308457475+63209.331180794914i            167271.89376929766+63197.88053096788i             167179.606620423+63247.482674372026i              167120.76758272617+63340.603482348226i            167116.2692904083+63451.096254218384i             167152.55524421984+63546.75018909254i
3315                                              167371.907766706+63344.04536934532i               167472.3755583971+63227.79503148838i              167521.88139612568+63089.97319256916i             167495.17834233877+62967.41348533916i             167420.69675848106+62894.060473846075i            167322.57441568625+62884.79420456666i             167233.14785662002+62936.12496918939i             167178.3069722492+63029.9041121443i               167177.99553980288+63139.7271872803i              167217.74113765146+63233.61443973032i
3320                                              167432.06702949482+63032.01389592104i             167528.23625098754+62912.604889935654i            167573.50890630568+62773.557671295894i            167543.77927745527+62651.603665201335i            167468.17974704914+62580.0241644732i              167371.07451877045+62572.848668041544i            167284.49285074443+62625.750065635184i            167233.61657851806+62719.99371276732i             167237.43844916197+62828.95212548539i             167280.5805529123+62920.90955094075i
3325                                              167490.456221374+62720.81813314711i               167582.17028266308+62598.44509791995i             167623.1059120088+62458.32682919418i              167590.29375387044+62337.06142874293i             167513.55067550365+62267.25248789627i             167417.44637126938+62262.08115580553i             167333.6843509653+62316.40082199154i              167286.727717319+62410.919425152824i              167294.61751951723+62518.82103886706i             167341.08222627823+62608.6865099939i
3330                                              167547.11291969035+62410.44075604157i             167634.22719831878+62285.31122823307i             167670.73029939766+62144.28784178322i             167634.78337601144+62023.80402201172i             167556.8700210907+61955.77134679768i              167461.7449170903+61952.52498032109i              167380.7683405492+62008.116822352764i             167337.67528869738+62102.72592690625i             167349.55594250758+62209.3823250995i              167399.25844698792+62296.99562037576i
3335                                              167602.0716282977+62100.86191198752i              167684.45470035143+61973.19534318538i             167716.4393131477+61831.44369008795i              167677.31022139167+61711.84416215248i             167598.19972212496+61645.60213106617i             167504.02738644078+61644.20927690433i             167425.79372055054+61700.93407007812i             167386.49752424908+61795.45510055102i             167402.28042355462+61900.68247749351i             167455.12496132185+61985.88619602585i
3340                                              167655.36358099137+61792.0595164056i              167732.89835731027+61662.08617067762i             167760.28919588192+61519.79322111226i             167717.93644066702+61401.189989538325i            167637.6027689069+61336.761575818375i             167544.35290590703+61337.15878492218i             167468.81196343107+61394.88471493303i             167433.23570374225+61489.145728272946i            167452.82097517056+61592.76577493212i             167508.70085035614+61675.406269345025i
3345                                              167707.01657068296+61484.00956364576i             167779.60132691741+61351.96930624908i             167802.3348313037+61209.331240655134i             167756.72385149024+61091.84505689668i             167675.14278014566+61029.261657490286i            167582.78208734884+61031.39366616819i             167509.87674125185+61089.9968124212i              167477.93384438127+61183.83321828239i             167501.21068315508+61285.67399370775i             167560.00838262253+61365.60231166267i
3350                                              167757.05480586225+61176.68645083669i             167824.6040962587+61042.82743883624i              167842.62939435773+60900.04863838907i             167793.7335300159+60783.80835671009i              167710.88356854313+60723.10953075042i             167619.37659958997+60726.92936471562i             167549.04353155036+60786.29412258686i             167520.6383647418+60879.549358816614i             167547.48544692472+60979.446143485766i            167609.07284366566+61056.5189718276i
3355                                              167805.49879507418+60870.06331260746i             167867.94424072042+60734.64059956473i             167881.22401099096+60591.93254500567i             167829.0254033448+60477.07438670514i              167744.88869979404+60418.30750741791i             167654.1987265231+60423.77650731923i              167586.36920499773+60483.79594710859i             167561.39772773912+60576.32211123902i             167591.683698371+60674.11823178417i               167655.92234383515+60748.19883235447i
3360                                              167852.36526007293+60564.112364439236i            167909.65620400498+60427.38643124557i             167918.167430778+60284.9665205745i                167862.65784679397+60171.63325400138i             167777.22104852417+60114.853077443426i            167687.31091599172+60121.94084856793i             167621.91159842658+60182.517007664515i            167600.26206554665+60274.17543591281i             167633.84610035826+60369.72305623875i             167700.58760641026+60440.68218611691i
3365                                              167897.6670785639+60258.805252474594i             167949.77110091748+60121.040477697636i            167953.5057152828+59979.13077353006i              167894.68728964945+59867.47081751882i             167807.94235610403+59812.73897283446i             167718.775323885+59821.42325802498i               167655.72907785993+59882.46736655042i             167637.28279025567+59973.129157117844i            167674.01522902132+60066.290028279494i            167743.1017383072+60134.00683481589i
3370                                              167941.41325671348+59954.113407348625i            167988.31654482803+59815.576490977575i            167987.28194511854+59674.402408792834i            167925.16783311515+59564.56886798568i             167837.1127938058+59511.95327449238i              167748.6533575817+59522.21975467633i              167687.88009534238+59583.65239021939i             167672.51219418715+59673.198866354505i            167712.23524222473+59763.84502809092i             167783.49998553545+59828.207910607794i
3375                                              167983.6089323845+59650.008399600505i             168025.31650167075+59510.966754573754i            168019.53594848473+59370.7557038717i              167954.15088418344+59262.90534465638i             167864.79053603846+59212.47956088413i             167777.0052232728+59224.32158306419i              167718.4227441024+59286.07275658112i              167706.00304361674+59374.3958651884i              167748.55153798862+59462.41029305653i             167821.8194756506+59523.317721872976i
3380                                              168024.2554081291+59346.462294803576i             168060.7911718142+59207.182420372184i             168050.30405408327+59068.16241076649i             167981.68480920064+58962.45458738835i             167891.03134767048+58914.29709878932i             167803.88948155785+58927.71533546242i             167747.41431630013+58989.72450553371i             167737.8081700069+59076.72714792884i              167783.0104058367+59162.00433924207i              167858.0989499092+59219.36562432484i
3385                                              168063.35021564542+59043.44800506233i             168094.756901536+58904.19385714999i               168079.6188710445+58766.59208211578i              168007.81461045833+58663.18762220663i             167915.88818958573+58617.38107293422i             167829.36261588932+58632.3831160958i              167774.9108678376+58694.59913258128i              167767.98006256492+58780.19542400933i             167815.6586746064+58862.64191700213i              167892.37848714253+58916.37791745945i
3390                                              168100.88720976113+58740.93963520011i             168127.2261252865+58601.97100820294i              168107.50909821552+58466.012418727856i            168032.5816293433+58365.07247830029i              167939.41084638768+58321.70285530113i             167853.4786178822+58338.302747474874i             167800.96679419442+58400.68372454347i             167796.570466182+58484.79917977738i               167846.54335956372+58564.334000062685i            167924.69922229505+58614.37776731296i
3395                                              168136.85669319553+58438.912820911355i            168158.20733983026+58300.48375525521i             168133.9993653662+58166.38963621369i              168056.02327922895+58068.07453407755i             167961.64558034542+58027.23030884612i             167876.2885935937+58045.44801683187i              167825.63442175693+58107.96113592486i             167823.62998853618+58190.532778608096i            167875.7113130747+58267.087808334145i             167955.10306183013+58313.38515532966i
3400                                              168171.2455706747+58137.3450558332i               168187.70511115165+57999.70228605341i             168159.11010806606+57867.68884776685i             168078.1728111039+57772.15688936642i              167982.63481476775+57733.92812543055i             167897.8403951294+57753.78896003781i              167848.96361831363+57816.41020427866i             167849.20771992268+57897.386598157434i            167903.2088805939+57970.90686301503i              167983.63239886827+58013.41685313588i
3405                                              168204.0375318086+57836.216005908405i             168215.72011493126+57699.59746270587i             168182.85747827616+57569.874459704784i            168099.05911450676+57477.28076047362i             168002.41685056177+57441.758195426395i            167918.17828078254+57463.29218070766i             167871.00142671505+57526.006002274204i            167873.35086975407+57605.34720328236i             167929.08156682906+57675.79107357497i             168010.32982905285+57714.48642280156i
3410                                              168235.21326218988+57535.507807685884i            168242.249210529+57400.1411874961i                168205.25329198528+57272.91057702022i             168118.70655639842+57183.405895105396i            168021.0256186866+57150.680001929664i             167937.34260745856+57173.921201107i               167891.79172504976+57236.72012403322i             167896.1044225297+57314.397552200884i             167953.3737129461+57381.73685495711i              168035.2378723538+57416.60424269815i
3415                                              168264.7506814417+57235.20534858917i              168267.28554931586+57101.30676320408i             168226.3050152594+56976.76141367205i              168137.1348597713+56890.491002813855i             168038.49047138196+56860.65104062704i             167955.36955760582+56885.636843075714i            167911.37491666197+56948.521002858026i            167917.51081693906+57024.51723435203i             167976.12818953863+57088.737273253i               168058.39869932237+57119.77755581907i
3420                                              168292.62520600267+56935.296526377475i            168290.81871628406+56803.06924476487i             168246.01578924258+56681.39170793518i             168154.3590238681+56598.49419760318i              168054.8360144988+56571.62725833348i              167972.2909060871+56598.39763170163i              167929.78765283464+56661.37425698972i             167937.60965043522+56735.68273652196i             167997.3861062516+56796.78221914819i              168079.8538663698+56824.01054436801i
3425                                              168318.8100369918+56635.77248538148i              168312.83490517235+56505.40577891579i             168264.38449490748+56386.767132962486i            168170.38928713964+56307.37344834037i             168070.08198264195+56283.56350740596i             167988.13382470215+56312.16022281144i             167947.06259083762+56375.24306018792i             167956.43741204974+56447.86773477924i             168017.18654163138+56505.85860450974i             168099.64406175673+56529.30442262957i
3430                                              168343.27646878958+56336.62782788396i             168333.31712566185+56208.29592853107i             168281.40585729835+56092.854704077516i            168185.2311338625+56017.087032557756i             168084.24315886057+55996.414011213754i            168002.92073089327+56026.87984582152i             167963.22818915488+56090.088533110924i            167974.02724572425+56161.0434097805i              168035.56629429653+56215.95058323212i             168117.80886252955+56235.65755296976i
3435                                              168365.99421829553+56037.860797369125i            168352.2454418384+55911.72197862178i              168297.07058909125+55799.62317626517i             168198.88534485226+55727.59398957271i             168097.329339741+55710.13283604232i               168016.6691794067+55742.510760143865i             167978.3085421161+55805.8701518729i               167990.40874594336+55875.178780872564i            168052.55965769483+55927.039791026924i            168134.38650569806+55943.06557970942i
3440                                              168386.93177150007+55739.473432690414i            168369.59724020772+55615.66922071688i             168311.3655727425+55507.0434279959i               168211.34809205463+55438.85456832367i             168109.34534648847+55424.67436573225i             168029.39179888932+55459.006719167664i            167992.32325505535+55522.54616987303i             168005.60778650106+55590.2410561682i              168068.19821978864+55639.10560324462i             168149.4136738125+55651.52158174054i
3445                                              168406.05674494864+55441.471690606755i            168385.34752536548+55320.12621276324i             168324.27407980934+55215.08882823201i             168222.6110767364+55150.83066555736i              168120.2910821212+55139.99377313347i              168041.09627359273+55176.321439427564i            168005.2873606098+55240.07404807866i              168019.64638521578+55306.19599650272i             168082.51068891652+55352.12540760909i             168162.92529678292+55361.01623971282i
3450                                              168423.33625955618+55143.8655355893i              168399.46924122245+55025.08501145497i             168335.77602619896+54923.735582403715i            168232.66171006422+54863.48624996407i             168130.16163432+54856.047485078096i               168051.78537074447+54894.409067396016i            168017.21127731862+54958.41089068901i             168032.54260326162+55023.00828704249i             168095.5227466673+55066.07488904478i              168174.95437069828+55071.53801843768i
3455                                              168438.7373235221+54846.6689952156i               168411.93361519682+54730.54137468807i             168345.84826097035+54632.96305372329i             168241.4833348195+54576.78776816313i              168138.94742306374+54572.79363509396i             168061.45701270454+54613.2246424577i              168028.10080992396+54677.51388092641i             168044.31048100648+54740.64191545856i             168107.25692848713+54780.92832418975i             168185.53179419454+54783.07336140663i
3460                                              168452.22722138793+54549.900180239034i            168422.7105225269+54436.4949313721i               168354.4648866899+54342.75405667419i              168249.05548623114+54290.704528241324i            168146.63439176336+54290.19250076284i             168070.10439345584+54332.72454945731i             168037.95719140617+54397.34071364555i             168054.9600098084+54459.06055171962i              168117.7325323111+54496.658882831376i             168194.68622371682+54495.60689650087i
3465                                              168463.7739058873+54253.581268492875i             168431.7688676427+54142.94931679763i              168361.59760815187+54053.095119082616i            168255.35418974434+54005.20905700559i             168153.20423996117+54008.20692008439i             168077.71613801198+54052.86695788132i             168046.77716584594+54117.850020650185i            168064.49713946227+54178.22792666602i             168126.96555538615+54213.23893328726i             168202.44394728128+54209.12165051163i
3470                                              168473.34638912545+53957.738452193065i            168439.07697935068+53849.91227141768i             168367.2161069263+53763.976710389i                168260.35229291927+53720.27742745998i             168158.63469561748+53726.8026839686i              168084.27650299948+53773.612242373354i            168054.55311080572+53839.001783787055i            168072.9238207587+53898.10820583787i              168134.96865890993+53930.64034961926i             168208.82877767165+53923.59927118264i
3475                                              168480.91512972536+53662.401848503534i            168444.6030160444+53557.395701880276i             168371.28843766561+53475.393433024445i            168264.01982847188+53435.8895528675i              168162.89982406213+53445.94890034669i             168089.76561642642+53494.92338250894i             168061.27319809818+53560.7577341365i              168080.23808209162+53618.666355290836i            168141.7511605889+53648.83481808072i              168213.86196511914+53639.020255321746i
3480                                              168486.45241223817+53367.60537369362i             168448.3153774527+53265.41570273896i              168373.7814431406+53187.34417506668i              168266.32440495206+53152.0294446797i              168165.9703708754+53165.61832651599i              168094.15975396705+53216.76633426132i             168066.92159057458+53283.081731881655i            168086.43413900025+53339.86849652191i             168147.31905378815+53367.79413985178i             168217.56212918373+53355.36418087529i
3485                                              168489.93271552733+53073.38658105271i             168450.18311898617+52973.9925388235i              168374.6611837061+52899.83222194172i              168267.23162149652+52868.685431471895i            168167.8141352134+52885.78766693791i              168097.4316495475+52939.11037733729i              168071.47867309098+53005.94012454729i             168091.5025349672+53061.682247432414i             168151.67505333293+53087.490528893126i            168219.9452103146+53072.60994193775i
3490                                              168491.33306634898+52779.78646438061i             168450.17636475852+52683.150587037395i            168373.89337718414+52612.86532646964i             168266.7055024713+52585.850336654185i             168168.3963699951+52606.437833052725i             168099.55083606+52661.928424677746i               168074.92131503223+52729.302080443835i            168095.4303118228+52784.077046858074i             168154.81866603237+52807.89690144771i             168221.0244405689+52790.735985232066i
3495                                              168490.63337499747+52486.84922726919i             168448.26671525094+52392.91823842632i             168371.4438450863+52326.4557350716i               168264.70894808538+52303.52161325709i             168167.68020510447+52327.5541633728i              168100.4840138111+52385.19730188913i              168077.22316164605+52453.13989456369i             168098.2012077635+52507.024460047935i             168156.74628587274+52528.98715656241i             168220.81033299485+52509.720545241566i
3500                                              168487.81674944915+52194.62202093402i             168444.42764571682+52103.32776053581i             168367.2789606778+52040.62017104535i              168261.20419639317+52021.70143410435i             168165.6270896051+52049.126601254786i             168100.19544278443+52108.89798748316i             168078.35495141838+52177.429264878076i            168099.79588097415+52230.49846305622i             168157.4513116741+52250.73644475462i              168219.3106907562+52229.54188090786i
3505                                              168482.86978513715+51903.15465161272i             168438.6348913508+51814.41512126123i              168361.36609453714+51755.37977304149i             168256.15329242763+51740.39673689065i             168162.19724838898+51771.14982924077i             168098.64735471774+51833.01581430761i             168078.28485615563+51902.14953608437i             168100.19215633225+51954.47570390446i             168156.92428652174+51973.121423698954i            168216.53063334196+51950.178506047494i
3510                                              168475.78282724385+51612.49926064968i             168430.86681547173+51526.21977515833i             168353.674053549+51470.75999162154i               168249.51855976434+51459.61922304401i             168157.35014932154+51493.62335848944i             168095.8003812811+51557.54063083302i              168076.9788406558+51627.28391025967i              168099.3652929511+51678.93573905516i              168155.15305736195+51696.12049930625i             168212.47264164448+51671.60941789797i
3515                                              168466.55020286152+51322.70997948059i             168421.10475690145+51238.78441435477i             168344.17350848034+51186.79044134617i             168241.26307016422+51179.38531110436i             168151.04497623898+51216.55157284212i             168091.61399447158+51282.466920710096i            168074.4010386055+51352.819621974755i             168097.28827013375+51403.86124332125i             168152.12295312426+51419.71405070339i             168207.13662031697+51393.81432058951i
3520                                              168455.17042063485+51033.842562604565i            168409.33335325198+50952.154685748734i            168332.8374064289+50903.504712807735i             168231.35110660305+50899.71604424995i             168143.24110326235+50939.94372718473i             168086.0469546791+51007.793879834135i             168070.5141412353+51078.748077420794i             168093.93208901002+51129.238192680554i            168147.81697983222+51143.884638114214i            168200.51997718864+51116.77384195574i
